median,min,max,overlap,idx
44,40,66,0.76702,12
44,42,67,0.75196,12
44,40,67,0.77536,12
44,40,65,0.8137,12
44,42,66,0.84223,12
44,40,64,0.81911,12
44,40,63,0.80565,12
44,40,66,0.79931,12
44,39,68,0.83504,12
44,42,70,0.75593,12
44,41,67,0.84397,12
44,40,64,0.82208,12
44,41,67,0.85062,12
44,42,67,0.79133,12
44,39,68,0.80754,12
44,40,66,0.82072,12
44,40,67,0.83032,12
44,40,71,0.76739,12
44,40,68,0.80399,12
44,41,69,0.82372,12
44,40,68,0.81647,12
44,40,68,0.8127,12
44,40,69,0.80945,12
44,42,66,0.82998,12
44,42,67,0.83532,12
44,42,64,0.78189,12
44,42,67,0.78337,12
44,42,69,0.82814,12
44,40,67,0.78514,12
44,40,67,0.78664,12
44,40,66,0.80922,12
44,40,68,0.79849,12
44,40,68,0.79132,12
44,38,80,0.85564,12
44,40,66,0.80381,12
44,40,67,0.79076,12
44,40,65,0.81981,12
44,40,69,0.82049,12
44,40,72,0.82203,12
44,40,66,0.78517,12
44,40,68,0.84522,12
44,42,67,0.77144,12
44,40,68,0.77189,12
44,40,65,0.80749,12
44,40,67,0.82933,12
44,40,64,0.83941,12
44,42,63,0.80665,12
44,42,63,0.80125,12
44,41,67,0.81288,12
44,40,72,0.82855,12
44,42,67,0.8032,12
44,41,70,0.79802,12
44,40,68,0.76411,12
44,40,64,0.81168,12
44,40,67,0.8045,12
44,40,66,0.84104,12
44,40,65,0.87327,12
44,40,71,0.78868,12
44,40,66,0.78817,12
44,40,75,0.83196,12
44,40,69,0.78831,12
44,40,69,0.85048,12
44,39,65,0.81428,12
44,39,72,0.7945,12
44,41,70,0.78521,12
44,39,63,0.91396,12
44,42,67,0.77223,12
44,41,65,0.85348,12
44,39,64,0.81708,12
44,40,66,0.80609,12
44,40,71,0.8204,12
44,41,65,0.78862,12
44,41,64,0.77874,12
44,40,70,0.82347,12
44,40,65,0.79239,12
44,40,69,0.81303,12
44,40,72,0.77511,12
44,41,73,0.78559,12
44,40,69,0.8269,12
44,40,67,0.79963,12
44,40,68,0.78995,12
44,42,71,0.82853,12
44,40,67,0.84334,12
44,40,65,0.78825,12
44,40,63,0.86304,12
44,42,66,0.75879,12
44,41,67,0.78511,12
44,40,75,0.79396,12
44,42,67,0.83479,12
44,41,66,0.81574,12
44,40,70,0.84718,12
44,38,67,0.78975,12
44,41,65,0.83638,12
44,40,67,0.84202,12
44,40,70,0.81748,12
44,38,67,0.80243,12
44,40,66,0.8118,12
44,40,64,0.77714,12
44,41,65,0.87746,12
44,42,72,0.81136,12
44,40,64,0.77284,12
44,40,69,0.75723,12
44,40,72,0.76676,12
44,40,67,0.80399,12
44,40,65,0.79242,12
44,40,65,0.78004,12
44,42,64,0.77796,12
44,40,65,0.84591,12
44,40,72,0.81814,12
44,40,68,0.82889,12
44,41,67,0.83746,12
44,40,67,0.82754,12
44,42,69,0.8041,12
44,40,68,0.83949,12
44,42,69,0.85293,12
44,40,66,0.83264,12
44,39,71,0.80805,12
44,40,68,0.80521,12
44,40,65,0.79917,12
44,41,65,0.80045,12
44,40,64,0.87872,12
44,40,71,0.78338,12
44,40,67,0.76394,12
44,42,67,0.78249,12
44,41,67,0.83867,12
44,41,67,0.80214,12
44,40,66,0.81097,12
44,38,70,0.7958,12
44,42,66,0.78836,12
44,40,68,0.79169,12
44,41,65,0.80572,12
44,40,67,0.80047,12
44,42,72,0.82545,12
44,40,67,0.78237,12
44,40,71,0.78581,12
44,41,67,0.83575,12
44,40,71,0.76356,12
44,42,69,0.75964,12
44,40,67,0.81882,12
44,40,66,0.78503,12
44,42,68,0.74983,12
44,40,65,0.81171,12
44,42,64,0.82158,12
44,41,67,0.87192,12
44,38,68,0.78129,12
44,40,67,0.81499,12
44,40,65,0.80503,12
44,40,67,0.80412,12
44,40,67,0.77613,12
44,38,68,0.77056,12
44,40,66,0.80744,12
44,40,73,0.80571,12
44,42,71,0.75179,12
44,40,64,0.8507,12
44,41,63,0.82516,12
44,42,65,0.83025,12
44,40,65,0.85183,12
44,41,64,0.83959,12
44,38,67,0.78776,12
44,42,69,0.7794,12
44,40,74,0.80376,12
44,42,66,0.76398,12
44,40,67,0.77146,12
44,42,69,0.81885,12
44,42,68,0.81707,12
44,40,73,0.78118,12
44,40,69,0.84637,12
44,40,67,0.78297,12
44,39,68,0.85564,12
44,40,67,0.8355,12
44,41,69,0.81043,12
44,41,69,0.78554,12
44,40,66,0.81681,12
44,40,67,0.77192,12
44,40,69,0.8036,12
44,40,67,0.79183,12
44,40,69,0.85254,12
44,40,76,0.80741,12
44,40,67,0.80039,12
44,40,66,0.84422,12
44,40,73,0.79036,12
44,38,64,0.82412,12
44,41,67,0.80915,12
44,41,66,0.81474,12
44,42,64,0.81312,12
44,40,69,0.83638,12
44,40,65,0.82787,12
44,40,68,0.81942,12
44,40,75,0.77984,12
44,40,69,0.8233,12
44,40,67,0.80737,12
44,42,64,0.84473,12
44,42,69,0.77246,12
44,40,67,0.88322,12
44,40,63,0.81563,12
44,39,67,0.80122,12
44,40,66,0.78133,12
44,40,63,0.7827,12
44,40,70,0.77674,12
44,40,63,0.85841,12
44,39,68,0.80686,12
44,40,68,0.77577,12
44,39,67,0.82689,12
44,40,66,0.82308,12
44,40,65,0.86978,12
44,40,74,0.80921,12
44,41,69,0.86021,12
44,42,70,0.77563,12
44,42,68,0.78377,12
44,42,66,0.7842,12
44,42,72,0.76274,12
44,39,67,0.80045,12
44,40,69,0.80444,12
44,42,65,0.79439,12
44,40,68,0.80743,12
44,40,64,0.8122,12
44,40,68,0.7659,12
44,40,70,0.7823,12
44,40,72,0.81558,12
44,40,68,0.81822,12
44,42,64,0.82038,12
44,42,68,0.76852,12
44,42,70,0.7977,12
44,40,69,0.82187,12
44,40,66,0.76446,12
44,42,66,0.77367,12
44,40,67,0.80327,12
44,40,67,0.78438,12
44,41,69,0.8098,12
44,42,66,0.7733,12
44,40,68,0.80133,12
44,42,65,0.78753,12
44,38,66,0.8245,12
44,38,71,0.81499,12
44,40,70,0.82313,12
44,41,65,0.79585,12
44,40,68,0.79745,12
44,40,69,0.79378,12
44,40,69,0.76978,12
44,40,68,0.78657,12
44,41,70,0.7873,12
44,40,69,0.77337,12
44,40,71,0.81107,12
44,40,66,0.86446,12
44,40,70,0.82835,12
44,40,67,0.78029,12
44,40,68,0.7989,12
44,40,68,0.78122,12
44,41,70,0.88989,12
44,42,67,0.802,12
44,41,67,0.8347,12
44,40,66,0.80015,12
44,38,67,0.81855,12
44,40,66,0.78764,12
44,40,68,0.80003,12
44,41,66,0.81678,12
44,40,67,0.79815,12
44,42,64,0.79482,12
44,40,66,0.82518,12
44,40,65,0.79093,12
44,40,69,0.80373,12
44,38,68,0.80084,12
44,40,67,0.7706,12
44,38,65,0.84747,12
44,40,64,0.80758,12
44,38,64,0.77451,12
44,40,64,0.86814,12
44,40,65,0.82544,12
44,40,69,0.78868,12
44,41,66,0.83333,12
44,41,65,0.83768,12
44,38,65,0.88248,12
44,40,66,0.75968,12
44,42,67,0.81255,12
44,41,66,0.8076,12
44,40,66,0.83774,12
44,42,69,0.80555,12
44,40,64,0.87934,12
44,40,68,0.76781,12
44,40,71,0.83754,12
44,40,65,0.82347,12
44,42,67,0.78387,12
44,39,67,0.79959,12
44,39,66,0.81409,12
44,40,65,0.87187,12
44,40,67,0.80626,12
44,42,70,0.78023,12
44,42,66,0.77038,12
44,40,65,0.83053,12
44,40,64,0.79717,12
44,41,73,0.80712,12
44,40,72,0.81789,12
44,42,67,0.84752,12
44,41,68,0.8277,12
44,40,65,0.84132,12
44,40,66,0.79641,12
44,42,65,0.80704,12
44,40,67,0.79143,12
44,39,66,0.87168,12
44,40,66,0.78864,12
44,38,66,0.84146,12
44,40,65,0.84353,12
44,39,66,0.84333,12
44,40,67,0.80213,12
44,40,71,0.83756,12
44,40,67,0.79765,12
44,40,70,0.81161,12
44,40,69,0.8213,12
44,40,68,0.82481,12
44,40,66,0.75706,12
44,42,68,0.74811,12
44,39,66,0.84356,12
44,40,66,0.84951,12
44,38,67,0.82901,12
44,40,65,0.80533,12
44,40,67,0.85042,12
44,40,68,0.76963,12
44,40,66,0.81572,12
44,40,70,0.79782,12
44,40,70,0.80061,12
44,40,64,0.77665,12
44,42,70,0.78308,12
44,42,68,0.78259,12
44,38,67,0.81934,12
44,41,65,0.86672,12
44,40,66,0.77413,12
44,41,67,0.8158,12
44,40,68,0.78391,12
44,40,68,0.80442,12
44,40,68,0.88204,12
44,42,68,0.79321,12
44,40,68,0.79404,12
44,42,64,0.79701,12
44,40,67,0.80384,12
44,40,71,0.82559,12
44,40,63,0.79651,12
44,40,66,0.80372,12
44,40,64,0.82909,12
44,42,67,0.8712,12
44,42,67,0.75321,12
44,39,67,0.80301,12
44,42,68,0.81268,12
44,42,66,0.81447,12
44,42,67,0.81056,12
44,40,66,0.79911,12
44,40,69,0.76188,12
44,40,70,0.7842,12
44,41,66,0.82187,12
44,40,69,0.76547,12
44,41,65,0.78927,12
44,40,68,0.80553,12
44,40,74,0.76646,12
44,40,70,0.86622,12
44,41,68,0.82307,12
44,40,64,0.80955,12
44,40,67,0.85029,12
44,40,66,0.78073,12
44,38,71,0.78658,12
44,40,68,0.77492,12
44,40,65,0.78083,12
44,42,67,0.78157,12
44,42,68,0.77168,12
44,40,66,0.80277,12
44,42,68,0.7689,12
43,38,66,0.30701,13
43,36,65,0.35225,13
43,37,68,0.36768,13
43,38,66,0.37616,13
43,37,69,0.33808,13
43,37,64,0.38636,13
43,36,64,0.36034,13
43,37,68,0.35917,13
43,37,67,0.40979,13
43,36,64,0.32525,13
43,37,62,0.35795,13
43,38,67,0.30975,13
43,36,66,0.33362,13
43,36,66,0.35127,13
43,37,67,0.38178,13
43,36,67,0.35403,13
43,38,65,0.37006,13
43,38,66,0.35841,13
43,36,69,0.36651,13
43,37,71,0.40208,13
43,37,66,0.35644,13
43,37,64,0.34459,13
43,36,64,0.36639,13
43,37,66,0.32662,13
43,38,67,0.37382,13
43,35,65,0.4102,13
43,37,63,0.33543,13
43,36,65,0.30628,13
43,37,63,0.36263,13
43,38,66,0.3099,13
43,37,63,0.37551,13
43,36,66,0.3806,13
43,37,69,0.38981,13
43,38,66,0.33118,13
43,37,63,0.36445,13
43,38,65,0.32802,13
43,38,68,0.33381,13
43,38,62,0.33251,13
43,38,68,0.3441,13
43,37,63,0.35548,13
43,37,70,0.4117,13
43,36,75,0.33712,13
43,36,65,0.35249,13
43,37,66,0.33149,13
43,36,65,0.41494,13
43,37,65,0.3617,13
43,35,63,0.43401,13
43,37,70,0.34771,13
43,37,67,0.34349,13
43,36,66,0.35918,13
43,36,65,0.36578,13
43,38,68,0.34262,13
43,38,64,0.35961,13
43,37,65,0.36967,13
43,36,62,0.40394,13
43,38,65,0.33081,13
43,38,63,0.342,13
43,38,65,0.3202,13
43,36,66,0.37563,13
43,36,69,0.37195,13
43,38,65,0.32075,13
43,38,64,0.37573,13
43,36,71,0.34305,13
43,37,66,0.31993,13
43,38,67,0.36386,13
43,37,70,0.36543,13
43,37,66,0.34258,13
43,36,63,0.33402,13
43,38,68,0.35102,13
43,37,70,0.37587,13
43,36,68,0.32313,13
43,36,65,0.38016,13
43,36,69,0.37588,13
43,35,69,0.38812,13
43,36,65,0.39673,13
43,38,67,0.29596,13
43,36,63,0.45766,13
43,36,67,0.41323,13
43,36,67,0.33164,13
43,38,63,0.3134,13
43,36,71,0.40227,13
43,36,68,0.33438,13
43,37,69,0.3628,13
43,37,66,0.36741,13
43,37,63,0.40333,13
43,37,64,0.34358,13
43,38,64,0.28869,13
43,38,64,0.3187,13
43,38,65,0.36231,13
43,37,63,0.35434,13
43,37,67,0.3762,13
43,36,63,0.38413,13
43,37,61,0.35517,13
43,38,67,0.33758,13
43,37,64,0.37212,13
43,36,67,0.40415,13
43,37,63,0.3435,13
43,38,61,0.33903,13
43,37,63,0.34041,13
42,37,64,0.30141,13
43,36,67,0.32997,13
43,39,69,0.32766,13
43,36,66,0.42617,13
43,38,64,0.31812,13
43,36,63,0.31491,13
43,38,65,0.33745,13
43,36,67,0.39701,13
43,36,65,0.33071,13
43,37,67,0.34368,13
43,37,59,0.34954,13
43,38,62,0.34524,13
43,37,63,0.31141,13
43,36,68,0.32833,13
43,35,66,0.39084,13
43,35,71,0.40732,13
43,38,65,0.35613,13
43,38,69,0.31512,13
43,36,67,0.34242,13
43,37,67,0.29738,13
43,38,65,0.32435,13
43,38,61,0.3549,13
43,36,64,0.43919,13
43,35,68,0.35888,13
43,36,66,0.39758,13
43,36,67,0.34212,13
43,37,66,0.32634,13
43,38,70,0.40321,13
43,32,65,0.36723,13
43,38,64,0.37302,13
43,37,63,0.3562,13
43,37,67,0.33034,13
43,38,67,0.38659,13
42,38,67,0.28635,13
43,36,63,0.38473,13
43,37,67,0.34148,13
43,38,64,0.31349,13
43,37,67,0.33866,13
42,36,66,0.31443,13
43,37,65,0.34057,13
43,36,66,0.35976,13
43,37,66,0.39948,13
43,37,64,0.35548,13
43,37,65,0.31592,13
43,37,65,0.38329,13
43,38,70,0.29618,13
43,38,65,0.37802,13
43,38,63,0.40425,13
43,36,69,0.47318,13
43,38,65,0.33202,13
43,37,65,0.3625,13
42,37,65,0.29825,13
43,36,64,0.42062,13
43,38,67,0.3338,13
43,37,62,0.33007,13
43,37,64,0.36836,13
43,37,69,0.35346,13
43,37,64,0.3496,13
43,37,67,0.38831,13
43,36,60,0.36205,13
43,37,73,0.31934,13
43,36,71,0.42627,13
43,38,66,0.3197,13
43,36,64,0.3347,13
43,35,62,0.36597,13
43,36,70,0.31217,13
43,36,65,0.37205,13
43,36,66,0.33802,13
43,38,66,0.38813,13
42,37,66,0.31262,13
43,36,66,0.32819,13
43,38,65,0.33891,13
43,36,70,0.34928,13
43,38,62,0.35091,13
43,38,65,0.33423,13
43,36,64,0.36892,13
43,38,64,0.33891,13
43,38,68,0.36735,13
43,37,65,0.38255,13
43,38,65,0.37304,13
43,38,63,0.33458,13
43,36,62,0.31069,13
43,37,65,0.34476,13
43,37,65,0.34627,13
43,37,63,0.39763,13
43,37,66,0.33255,13
43,36,63,0.37205,13
43,38,69,0.31387,13
43,38,61,0.34348,13
43,38,61,0.37336,13
43,37,65,0.38908,13
43,37,62,0.35317,13
43,36,71,0.32723,13
43,38,62,0.38741,13
42,37,64,0.27955,13
43,34,64,0.40629,13
43,37,63,0.34399,13
43,35,66,0.38533,13
43,38,64,0.30324,13
43,36,64,0.37733,13
43,35,63,0.38252,13
43,38,61,0.33601,13
43,36,68,0.36463,13
43,38,65,0.34278,13
43,37,67,0.38166,13
43,37,64,0.28617,13
43,37,64,0.41131,13
43,37,68,0.39926,13
42,38,71,0.32346,13
43,38,67,0.36574,13
43,36,65,0.33332,13
43,38,68,0.31654,13
43,36,79,0.34504,13
43,37,66,0.3671,13
43,36,63,0.38107,13
43,36,68,0.44072,13
43,36,59,0.3708,13
43,38,68,0.34002,13
43,36,70,0.38199,13
43,37,63,0.36581,13
43,36,63,0.37299,13
43,38,62,0.37227,13
43,38,66,0.3262,13
43,35,63,0.36896,13
43,38,64,0.29188,13
43,36,61,0.38112,13
43,37,67,0.33208,13
43,37,70,0.32638,13
43,36,68,0.4301,13
43,36,65,0.3852,13
43,37,65,0.40444,13
43,36,60,0.42083,13
43,36,67,0.40626,13
42,34,64,0.31602,13
43,37,70,0.34227,13
43,38,62,0.33921,13
43,38,68,0.3333,13
43,37,67,0.33674,13
43,38,62,0.42034,13
42,36,68,0.31814,13
43,36,63,0.37689,13
42,36,67,0.3383,13
43,37,63,0.40216,13
43,38,62,0.33098,13
43,37,66,0.3741,13
43,38,67,0.36847,13
43,36,68,0.39841,13
43,36,70,0.35173,13
43,38,71,0.33423,13
43,36,65,0.35649,13
43,36,67,0.37047,13
43,38,60,0.30678,13
43,38,64,0.39525,13
43,36,64,0.3075,13
43,38,74,0.2939,13
43,37,64,0.37169,13
43,36,65,0.35904,13
43,38,64,0.32681,13
43,38,60,0.30668,13
43,37,63,0.30607,13
43,36,66,0.32998,13
43,36,67,0.35991,13
43,38,65,0.34708,13
43,38,62,0.37058,13
43,36,63,0.33521,13
43,36,65,0.34142,13
43,36,69,0.37054,13
43,37,69,0.32424,13
43,36,61,0.30458,13
43,38,66,0.35842,13
43,36,68,0.37225,13
43,38,63,0.33139,13
43,37,66,0.34749,13
43,36,63,0.42957,13
43,36,67,0.34492,13
43,37,62,0.34958,13
43,37,59,0.42316,13
43,38,64,0.32021,13
43,38,68,0.31708,13
43,38,64,0.31085,13
43,37,67,0.35357,13
43,35,68,0.37665,13
43,36,63,0.38233,13
43,37,71,0.35349,13
43,38,63,0.34054,13
43,38,66,0.34608,13
43,36,66,0.36348,13
43,35,64,0.32372,13
43,34,64,0.35365,13
43,37,67,0.30981,13
43,36,64,0.35498,13
43,35,66,0.43033,13
43,36,67,0.35511,13
43,36,65,0.34905,13
43,38,69,0.37409,13
43,38,66,0.37677,13
43,37,64,0.37367,13
43,36,70,0.34219,13
43,38,68,0.31479,13
43,36,65,0.35986,13
43,37,70,0.35756,13
43,36,68,0.36189,13
43,38,65,0.32689,13
43,36,67,0.36142,13
43,36,60,0.38302,13
42,36,70,0.31249,13
43,35,64,0.37279,13
43,37,64,0.4009,13
43,35,65,0.34453,13
43,37,65,0.32722,13
43,37,66,0.33115,13
43,38,68,0.35793,13
43,36,67,0.35441,13
43,37,65,0.35436,13
43,36,63,0.36996,13
43,36,65,0.3539,13
43,37,67,0.32711,13
43,38,70,0.34781,13
43,37,68,0.33572,13
43,36,63,0.33232,13
43,36,63,0.36153,13
43,36,67,0.33961,13
43,36,70,0.31988,13
43,35,65,0.37714,13
43,36,62,0.3494,13
43,37,64,0.28517,13
43,38,67,0.35662,13
43,36,68,0.33207,13
43,36,64,0.42576,13
43,34,65,0.38926,13
43,38,68,0.31686,13
43,35,64,0.38562,13
43,37,67,0.30758,13
43,37,64,0.33777,13
43,37,69,0.37222,13
43,37,59,0.36253,13
43,37,66,0.47615,13
43,36,66,0.35256,13
43,36,65,0.31567,13
43,37,62,0.32784,13
43,37,67,0.37387,13
43,37,66,0.43602,13
43,38,66,0.31806,13
43,36,63,0.37934,13
43,37,71,0.40275,13
43,35,62,0.4063,13
43,36,68,0.37105,13
43,37,64,0.34188,13
43,34,67,0.411,13
43,38,68,0.37545,13
43,38,63,0.31765,13
43,38,64,0.34698,13
43,38,63,0.32791,13
43,38,64,0.36945,13
43,38,63,0.34248,13
43,38,65,0.38168,13
43,38,70,0.3332,13
43,38,65,0.33335,13
43,37,63,0.37894,13
43,36,62,0.36912,13
43,35,61,0.34822,13
43,36,66,0.34268,13
43,38,63,0.33874,13
43,36,65,0.43047,13
43,36,67,0.33171,13
43,37,70,0.38651,13
43,36,65,0.30908,13
43,36,63,0.37352,13
43,38,60,0.4041,13
43,37,68,0.36254,13
43,38,61,0.35264,13
43,37,67,0.39394,13
43,37,63,0.35278,13
43,38,62,0.35929,13
43,37,68,0.43016,13
43,37,63,0.35953,13
43,38,62,0.34571,13
43,36,66,0.35836,13
43,36,71,0.34049,13
43,38,66,0.36861,13
43,35,64,0.39544,13
43,38,69,0.36711,13
43,38,67,0.34645,13
43,39,68,0.37356,13
43,38,65,0.34959,13
43,36,64,0.35971,13
43,37,66,0.38295,13
43,37,65,0.32553,13
43,36,70,0.36348,13
43,37,65,0.37527,13
43,38,70,0.3202,13
43,36,68,0.3527,13
43,38,64,0.31435,13
43,37,64,0.32416,13
43,36,67,0.35661,13
43,36,64,0.33554,13
43,39,63,0.32897,13
43,38,65,0.2855,13
43,37,63,0.37017,13
43,37,59,0.37649,13
43,39,63,0.3257,13
43,37,64,0.3711,13
43,38,60,0.38047,13
43,37,62,0.34564,13
43,35,69,0.37142,13
43,37,69,0.39722,13
43,37,68,0.3089,13
43,38,61,0.37399,13
43,38,69,0.33611,13
43,36,60,0.40453,13
43,39,66,0.34592,13
43,34,65,0.37668,13
43,38,67,0.36246,13
43,36,68,0.44337,13
43,36,63,0.32389,13
43,38,63,0.33599,13
43,38,70,0.32107,13
43,38,68,0.38219,13
43,37,68,0.33739,13
43,36,66,0.37638,13
43,36,63,0.37238,13
43,37,65,0.35478,13
43,37,64,0.37725,13
43,38,65,0.42982,13
43,37,66,0.35994,13
43,37,67,0.35793,13
43,38,65,0.31492,13
43,36,64,0.37153,13
43,37,60,0.32714,13
43,36,60,0.40256,13
43,39,69,0.30647,13
43,37,60,0.35032,13
43,37,67,0.32352,13
43,38,68,0.35293,13
43,38,66,0.34534,13
43,36,62,0.36456,13
43,38,62,0.38294,13
43,37,67,0.37471,13
43,36,68,0.35461,13
43,36,69,0.37721,13
43,35,67,0.32915,13
43,36,66,0.39267,13
43,38,65,0.38861,13
43,36,66,0.33483,13
43,37,62,0.34011,13
43,38,61,0.34538,13
43,37,64,0.38243,13
43,37,64,0.43277,13
43,36,69,0.38163,13
43,38,59,0.3183,13
43,36,67,0.39844,13
43,36,65,0.38184,13
43,37,66,0.29219,13
43,36,63,0.31578,13
43,37,63,0.37984,13
43,37,66,0.42221,13
43,36,68,0.35038,13
43,36,63,0.30598,13
43,36,63,0.42757,13
43,37,69,0.35712,13
43,35,64,0.34714,13
42,36,64,0.32832,13
43,35,61,0.36982,13
43,37,63,0.34935,13
43,36,67,0.33284,13
43,37,67,0.31096,13
43,38,69,0.39315,13
43,35,66,0.35327,13
43,38,61,0.34521,13
43,36,64,0.4061,13
43,36,66,0.32949,13
43,38,64,0.35852,13
43,37,63,0.34607,13
43,36,66,0.41155,13
43,36,66,0.33271,13
43,37,67,0.39091,13
43,38,69,0.29216,13
43,36,64,0.34048,13
43,35,69,0.3091,13
43,36,64,0.39339,13
43,38,65,0.36876,13
43,36,63,0.42099,13
43,35,63,0.38712,13
43,36,66,0.33693,13
43,37,68,0.3349,13
43,38,62,0.359,13
43,38,74,0.36862,13
43,38,63,0.32472,13
43,38,66,0.37268,13
43,36,65,0.31575,13
43,38,66,0.36931,13
43,38,70,0.38148,13
43,36,67,0.38201,13
43,37,67,0.33804,13
43,36,69,0.40994,13
43,36,65,0.35197,13
43,36,71,0.38631,13
43,38,64,0.3121,13
42,36,68,0.29822,13
43,36,67,0.39434,13
43,38,64,0.36567,13
43,37,64,0.35989,13
43,36,64,0.37211,13
43,37,63,0.33431,13
43,37,71,0.38715,13
43,37,64,0.3619,13
43,38,67,0.31636,13
43,38,64,0.37431,13
43,38,68,0.32884,13
43,37,65,0.34592,13
43,35,67,0.33131,13
43,36,61,0.31784,13
43,36,66,0.39898,13
43,38,64,0.34503,13
43,37,66,0.35262,13
43,38,65,0.30814,13
43,38,65,0.32702,13
43,36,66,0.3306,13
43,36,70,0.34611,13
43,37,68,0.34432,13
43,38,64,0.34016,13
43,38,69,0.36753,13
43,37,64,0.33986,13
43,36,64,0.37833,13
43,38,63,0.31996,13
43,37,66,0.34153,13
43,38,64,0.41049,13
43,38,67,0.34599,13
43,37,62,0.34789,13
43,38,66,0.36545,13
43,37,71,0.36941,13
43,37,69,0.27533,13
43,38,66,0.35707,13
43,37,62,0.39326,13
43,37,65,0.3992,13
43,37,63,0.38109,13
43,38,66,0.33074,13
42,37,65,0.3167,13
43,37,62,0.37734,13
43,38,67,0.36319,13
43,36,62,0.32101,13
43,37,63,0.35582,13
43,36,67,0.32615,13
43,35,63,0.38197,13
43,37,63,0.34095,13
43,36,64,0.36045,13
43,38,65,0.32668,13
43,38,67,0.32755,13
43,37,63,0.39431,13
43,36,66,0.39641,13
43,38,70,0.37179,13
42,36,64,0.32407,13
43,36,68,0.36017,13
43,37,66,0.35536,13
43,38,65,0.31999,13
43,36,67,0.36311,13
43,36,65,0.3795,13
43,38,66,0.35352,13
43,37,67,0.39082,13
43,37,64,0.36891,13
43,37,64,0.30013,13
43,37,72,0.35268,13
43,36,65,0.4099,13
43,37,68,0.32649,13
43,38,67,0.31761,13
43,38,65,0.35389,13
43,38,66,0.32804,13
43,37,62,0.36016,13
43,37,62,0.3403,13
43,38,64,0.34119,13
43,36,70,0.34263,13
43,36,63,0.34844,13
43,36,65,0.32614,13
43,36,61,0.37892,13
43,37,64,0.41722,13
43,37,67,0.31852,13
43,38,70,0.3098,13
43,37,66,0.39215,13
43,36,63,0.3274,13
43,37,61,0.38653,13
43,37,65,0.35549,13
43,37,72,0.37957,13
43,35,69,0.42077,13
43,37,64,0.29598,13
43,38,65,0.35523,13
43,37,68,0.30662,13
43,37,74,0.37574,13
43,37,62,0.36846,13
43,35,71,0.34896,13
43,37,70,0.33373,13
43,38,66,0.30381,13
43,36,67,0.35198,13
43,36,67,0.40378,13
43,38,63,0.35811,13
43,36,66,0.3477,13
43,36,63,0.32448,13
42,37,66,0.29172,13
43,36,65,0.36964,13
43,37,62,0.37276,13
43,36,65,0.30803,13
43,38,66,0.36574,13
43,36,63,0.40791,13
43,37,64,0.31664,13
43,36,63,0.35702,13
43,37,65,0.38737,13
43,38,64,0.35049,13
43,36,64,0.38004,13
43,36,69,0.37736,13
43,36,68,0.33981,13
43,36,65,0.3721,13
43,37,63,0.37135,13
43,37,63,0.33665,13
43,36,63,0.3491,13
43,37,66,0.4086,13
43,36,61,0.3677,13
43,38,65,0.34392,13
43,37,66,0.39975,13
43,37,69,0.41019,13
42,37,71,0.3058,13
43,38,60,0.36834,13
43,34,68,0.34706,13
43,35,65,0.38334,13
43,37,63,0.43555,13
43,36,67,0.36888,13
43,35,64,0.35857,13
43,37,66,0.31713,13
43,38,67,0.36439,13
43,38,65,0.30768,13
43,38,64,0.39973,13
43,35,69,0.41477,13
43,38,65,0.34837,13
43,34,64,0.41132,13
43,36,71,0.33626,13
43,36,66,0.29471,13
43,38,66,0.37787,13
43,38,65,0.31984,13
43,38,66,0.30936,13
43,36,64,0.39819,13
43,37,66,0.41615,13
43,37,64,0.42723,13
43,37,68,0.3979,13
43,36,65,0.3735,13
43,37,66,0.42005,13
43,37,66,0.39425,13
43,37,64,0.38382,13
43,36,69,0.29651,13
43,36,66,0.40783,13
43,38,66,0.33517,13
43,38,68,0.38989,13
43,37,64,0.3575,13
43,38,63,0.3374,13
43,36,73,0.34588,13
43,37,66,0.35866,13
43,37,65,0.35484,13
43,38,67,0.34962,13
43,36,67,0.31167,13
43,37,65,0.33289,13
43,34,58,0.37462,13
43,37,66,0.34747,13
43,37,66,0.32682,13
43,37,67,0.34377,13
43,38,66,0.34896,13
43,37,65,0.38814,13
43,38,69,0.31887,13
43,35,69,0.31029,13
43,38,63,0.31144,13
43,38,64,0.34018,13
43,36,64,0.30312,13
43,36,67,0.43729,13
43,38,67,0.34682,13
43,37,64,0.34737,13
43,35,65,0.37795,13
43,36,67,0.36126,13
43,38,64,0.30362,13
43,39,67,0.31749,13
43,36,63,0.32503,13
43,38,65,0.37404,13
43,36,73,0.36629,13
43,38,64,0.32534,13
43,38,64,0.34514,13
43,36,69,0.34088,13
43,37,62,0.31989,13
43,37,68,0.33862,13
43,39,69,0.32968,13
43,36,69,0.30965,13
43,36,62,0.36839,13
43,36,65,0.33616,13
43,38,62,0.32027,13
43,36,58,0.39431,13
43,34,62,0.38583,13
43,37,66,0.34815,13
43,35,72,0.36769,13
43,36,67,0.33072,13
42,37,71,0.31113,13
43,36,67,0.38499,13
43,36,65,0.36489,13
43,37,60,0.28086,13
43,36,65,0.31585,13
43,36,70,0.39466,13
43,35,63,0.35559,13
43,36,70,0.4322,13
43,37,64,0.3882,13
43,36,69,0.34903,13
43,38,64,0.36308,13
43,37,68,0.31271,13
43,38,65,0.37006,13
43,37,66,0.42175,13
43,37,66,0.38929,13
43,38,65,0.35662,13
43,39,64,0.34419,13
43,37,72,0.36574,13
43,38,61,0.3664,13
43,36,61,0.37476,13
